year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,28.1,30.7,23.4,23.7,28.1,28.9,28.1,36.0,28.3,20.1,25.2,34.8,27.6,14.7,23.9,28.0,27.2
2011,27.6,30.6,19.9,23.5,29.0,24.2,28.6,37.0,37.1,15.7,23.5,35.4,29.6,14.4,20.2,26.5,25.9
2012,31.6,,28.1,26.6,22.7,32.0,,,27.5,24.8,,31.7,31.3,19.0,19.7,29.0,30.0
2013,22.6,21.9,22.2,16.8,16.5,25.1,25.6,29.4,17.6,19.8,19.3,,25.1,14.6,16.3,19.7,13.7
2014,26.9,30.8,23.7,24.4,22.5,26.1,29.5,34.1,22.7,22.5,22.4,32.3,27.0,20.8,24.7,20.7,23.5
2015,26.6,27.0,17.8,25.1,23.4,24.3,29.8,33.1,22.4,25.3,27.0,23.7,29.4,15.6,25.3,24.8,25.9
2016,30.2,27.1,25.6,28.5,22.9,26.5,34.8,36.4,26.0,25.5,27.9,32.9,36.7,22.6,25.0,27.1,32.5
2017,30.8,30.2,32.0,26.7,26.8,29.3,29.4,34.5,29.9,25.3,24.7,36.1,32.9,26.5,31.5,30.9,35.4
2018,35.5,37.1,32.5,31.2,27.2,32.3,37.8,41.9,29.9,24.0,36.3,41.7,39.4,32.9,34.0,33.9,33.7
2019,40.4,45.9,39.6,31.9,32.8,40.2,34.9,45.7,32.7,31.3,41.1,49.8,50.3,33.8,31.5,35.3,41.5
2020,41.9,47.4,37.5,36.8,38.1,38.2,39.5,52.4,29.0,41.4,36.7,40.1,44.4,33.8,37.8,40.2,38.7
2021,47.5,54.7,50.1,35.9,43.9,43.2,47.8,55.3,37.9,38.2,42.8,54.9,47.7,41.6,44.7,49.6,45.9
2022,55.4,63.8,58.1,52.4,47.7,51.3,55.5,59.7,44.0,47.6,44.7,55.1,59.8,45.2,53.5,58.2,57.9
2023,58.5,61.5,60.6,52.8,63.5,57.3,61.8,65.5,53.7,48.8,49.0,56.3,68.5,45.9,54.2,55.1,51.7
2024,61.0,68.1,60.8,55.7,56.0,60.3,56.0,67.2,48.4,58.3,56.9,59.7,67.3,49.4,54.8,64.3,53.7
